,Title,Description,Date Created,Origin,Author,Recipient,Start,start_lat,start_long,Year,Month,Day,Month Name,Season,Color
2900,"1908 October 9, West Chester, to John E. Carter & Elizabeth S. Cope",,1908-10-09,West Chester (Pa.),"Author (aut): Cope, Gilbert, 1840-1928","Addressee (rcp): Carter, John E. (John Elliot), 1838-1922|Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.96083333, 'long': -75.6077777777778}",39.96083333,-75.6077777777778,1908,10,9,October,Fall,orange
2901,"1908 October 15, Awbury, to My dear Lillie",,1908-10-15,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1908,10,15,October,Fall,orange
2902,"1908 October 27, Awbury, to My dear Lillie",,1908-10-27,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1908,10,27,October,Fall,orange
2903,"1908 October 27, Olney, to Dear Friends",,1908-10-27,"Olney (Philadelphia, Pa.)","Author (aut): Morris, H. P. (Hannah Perot), 1854-1931","Addressee (rcp): Cope, Francis R. (Francis Reeve), 1878-1962|Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 40.04111111, 'long': -75.1236111111111}",40.04111111,-75.1236111111111,1908,10,27,October,Fall,orange
2904,"1908 October 31, Awbury, to My dear Lillie",,1908-10-31,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1908,10,31,October,Fall,orange
2905,"1908 December 10, Germantown, To Rachel C. Evans",,1908-12-10,"Germantown (Philadelphia, Pa.)","Author (aut): Rhoads, Sarah W.","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 40.04333333, 'long': -75.18}",40.04333333,-75.18,1908,12,10,December,Winter,darkred
2906,"N.D., to Lillie and Chellie","<p>Letter responding to news of the death of Francis R. Cope, father of Elizabeth S. Cope and Rachel Cope Evans.</p>
",1909,Philadelphia (Pa.),"Author (aut): Blair, Anna S.","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1909,0,0,0,0,0
2907,"1909 January 21, to My dear Chellie",,1909-01-21,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1909,1,21,January,Winter,darkred
2908,"1909 January 21, Awbury, to My very dear wife",,1909-01-21,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1909,1,21,January,Winter,darkred
2909,"1909 January 22, Germantown, to Rachel C. Evans","Includes copy of minute of Germantown Monthly Meeting of Women Friends subcommittee from January 21, 1904.
 Minute names Rachel C. Evans among those women selected to be Overseers.",1909-01-22,"Germantown (Philadelphia, Pa.)","Author (aut): Moore, Sarah Emlen","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 40.04333333, 'long': -75.18}",40.04333333,-75.18,1909,1,22,January,Winter,darkred
2910,"1909 February 23, to Lilly",,1909-02-23,Philadelphia (Pa.),"Author (aut): Blair, Anna S.","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1909,2,23,February,Winter,darkred
2911,"1909 April 2, Maple Shade, Odessa, to Rachel Cope Evans",,1909-04-02,Odessa (N.Y.),"Author (aut): Beardsley, Mary C.","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 42.33666667, 'long': -76.7883333333333}",42.33666667,-76.7883333333333,1909,4,2,April,Spring,green
2912,"1909 April 8, Rugby Hall, Charlottesville Virginia, to My dearest Mother",,1909-04-08,Charlottesville (Va.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 38.02916667, 'long': -78.4766666666667}",38.02916667,-78.4766666666667,1909,4,8,April,Spring,green
2913,"1909 June 20, North East Harbor, to Dear Jonathan, Conanicut",,1909-06-20,Northeast Harbor (Me.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1909,6,20,June,Summer,yellow
2914,"1909 June 24, North East Harbor, to Dear Jonathan, Conanicut",,1909-06-24,Northeast Harbor (Me.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1909,6,24,June,Summer,yellow
2916,"1909 July 5, North East Harbor, to Dear Jonathan, Conanicut",,1909-07-05,Northeast Harbor (Me.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1909,7,5,July,Summer,yellow
2917,"1909 July 6, Germantown, to My Dear Rachel",,1909-07-06,"Germantown (Philadelphia, Pa.)","Author (aut): Brown, Ridgely b. 1859","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 40.04333333, 'long': -75.18}",40.04333333,-75.18,1909,7,6,July,Summer,yellow
2919,"1909 July 10, North East Harbor, to Dear Jonathan, Conanicut",,1909-07-10,Northeast Harbor (Me.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1909,7,10,July,Summer,yellow
2920,"1909 July 14, North East Harbor, to Dear Jonathan, Conanicut",,1909-07-14,Northeast Harbor (Me.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1909,7,14,July,Summer,yellow
2921,"1909 July 20, Germantown, My Dear Rachel",,1909-07-20,"Germantown (Philadelphia, Pa.)","Author (aut): Brown, Ridgely b. 1859","Addressee (rcp): Brown, Rachel","{'lat': 40.04333333, 'long': -75.18}",40.04333333,-75.18,1909,7,20,July,Summer,yellow
2922,"1909 July 23, Woodbourne, to My beloved Aunties both",,1909-07-23,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Evelyn Flower Morris, 1877-1947",,"{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1909,7,23,July,Summer,yellow
2927,"1909 November 9, Radnor, to Cousin Anna","Letter of condolence upon the death of Francis Reeve Cope.
 Includes quotation of Psalms 116:15.",1909-11-09,Radnor (Pa.),"Author (aut): Chew, Mary J.B.","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.04611111, 'long': -75.3597222222222}",40.04611111,-75.3597222222222,1909,11,9,November,Fall,orange
2928,"1909 November 10, to Aunt Anna","Letter of rememberence upon the death of Francis R. Cope, husband of Anna S. Cope.",1909-11-10,Gobancho (Japan),"Author (aut): Hartshorne, Anna C. (Anna Cope), 1860-1957","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 35.96638889, 'long': 139.6191667}",35.96638889,139.6191667,1909,11,10,November,Fall,orange
2929,"1909 November 20, Ivy Lodge Cottage, to Rachel C",,1909-11-20,Philadelphia (Pa.),"Author (aut): Smith, E.P.","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1909,11,20,November,Fall,orange
2930,"1909 December 19, Redwood Cottage, Newport, RI, to Dear Cousin",,1909-12-19,Newport (R.I.),"Author (aut): Cope, Caroline E. (Caroline Elizabeth), 1840-1944",,"{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1909,12,19,December,Winter,darkred
2931,"1910 January 16, Redwood Cottage, Newport, to My dear Lillie",,1910-01-16,Newport (R.I.),"Author (aut): Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Addressee (rcp): Garrett, Elizabeth Waln Cope, 1841-1931","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1910,1,16,January,Winter,darkred
2932,"1910 March 16, Awbury, to My dear Lillie",,1910-03-16,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1910,3,16,March,Spring,green
2933,"1910 June 16, No 5 Vicars Close, Wells, to My very dear Cousin",,1910-06-16,Wells (England),"Author (aut): Cope, Caroline E. (Caroline Elizabeth), 1840-1944",,"{'lat': 51.20777778, 'long': -2.64888888888889}",51.20777778,-2.64888888888889,1910,6,16,June,Summer,yellow
2934,"1910 June 17, Dundale, to My darling mother",,1910-06-17,Villanova (Pa.),"Author (aut): Evans, Jacqueline Pascal Morris, 1886-1947",,"{'lat': 40.03722222, 'long': -75.3488888888889}",40.03722222,-75.3488888888889,1910,6,17,June,Summer,yellow
2937,"1910 July 22, Northeast Harbor, Maine, to My dear Chellie",,1910-07-22,Northeast Harbor (Me.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1910,7,22,July,Summer,yellow
2938,"1910 July 27, Northeast Harbor, Maine, to My dear Chellie",,1910-07-27,Northeast Harbor (Me.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1910,7,27,July,Summer,yellow
2939,"1910 July 28, New Ferry Hotel, Windermere, to Dear Cousin","Addressed from 123 Pall Mall, London (England)",1910-07-28,Windermere (England),"Author (aut): Cope, Caroline E. (Caroline Elizabeth), 1840-1944",,"{'lat': 54.38083333, 'long': -2.90694444444444}",54.38083333,-2.90694444444444,1910,7,28,July,Summer,yellow
2941,"1910 August 4, Northeast Harbor, Maine, to My dear Chellie",,1910-08-04,Northeast Harbor (Me.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1910,8,4,August,Summer,yellow
2942,"Letter from unknown to ""Family"", 1910 August 5",,1910-08-05,Lake Louise (Alta.),,,"{'lat': 51.41166667, 'long': -116.228055555556}",51.41166667,-116.228055555556,1910,8,5,August,Summer,yellow
2945,"1910 August 16, Northeast Harbor, Maine, to My dear Lillie",,1910-08-16,Northeast Harbor (Me.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1910,8,16,August,Summer,yellow
2946,"1910 August 18, Northeast Harbor, Maine, to My dear Lillie",,1910-08-18,Northeast Harbor (Me.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1910,8,18,August,Summer,yellow
2947,"1910 August 25, Woodbourne, to My dear Thomas",,1910-08-25,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1910,8,25,August,Summer,yellow
2948,"1910 September 2, Philadelphia, to Mother",,1910-09-02,Philadelphia (Pa.),"Author (aut): Evans, Francis Algernon, 1878-1946","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1910,9,2,September,Fall,orange
2950,"1910 September 17, Northeast Harbor, to My dear Chellie",,1910-09-17,Northeast Harbor (Me.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1910,9,17,September,Fall,orange
2953,"1910 September 30, to My dear Sister",,1910-09-30,London (England),"Author (aut): Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Addressee (rcp): Cope, Annette, 1843-1916","{'lat': 51.50833333, 'long': -0.125555555555556}",51.50833333,-0.125555555555556,1910,9,30,September,Fall,orange
2954,"1910 October 2, Awbury, to My dearest Mother",,1910-10-02,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1910,10,2,October,Fall,orange
2955,"1910 October 4, Awbury, to My beloved Mother","E.H.B. likely stands for Elizabeth H. Brown (b. 1840), and ""A.C.H."" for Anna Cope Hartshorne (1860-1957).",1910-10-04,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1910,10,4,October,Fall,orange
2956,"Postcards from Rachel R. Cope Evans to Anna S. Brown Cope, 1910 October 4",,1910-10-04,Newport (R.I.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1910,10,4,October,Fall,orange
2958,"1910 October 10, Woodbourne, to My beloved Mother",,1910-10-10,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1910,10,10,October,Fall,orange
2959,"1910 October 21, Awbury, to My dear Lillie",,1910-10-21,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1910,10,21,October,Fall,orange
2960,"1910 October 30, Wilmington, Delaware, to Jonathan Evans",,1910-10-30,Wilmington (Del.),"Author (aut): Rhoads, Jonathan E. (Jonathan Evans), 1830-1914","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 39.74583333, 'long': -75.5463888888889}",39.74583333,-75.5463888888889,1910,10,30,October,Fall,orange
2961,"1910 November 1, Wilmington, Delaware, to Jonathan Evans",,1910-11-01,Wilmington (Del.),"Author (aut): Rhoads, Jonathan E. (Jonathan Evans), 1830-1914","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 39.74583333, 'long': -75.5463888888889}",39.74583333,-75.5463888888889,1910,11,1,November,Fall,orange
2962,"1910 November 9, to Uncle Johnnie",,1910-11-09,Philadelphia (Pa.),"Author (aut): Garrett, Alfred Cope, 1867-1946",,"{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1910,11,9,November,Fall,orange
2964,"1911 March 24, to Dear wife","Letter dated two days before his death. Attachment is a double-sided pamphlet entitled ""The Winter Annex of the Children's Seashore House at Atlantic City for Invalid Children."" Pamphlet describes admittance policies for patients, facilities at the Annex, and plans for future growth. Includes list of names and addresses of Board of Managers and Medical Staff.",1911-03-24,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1911,3,24,March,Spring,green
2965,"1911 March 25, Awbury, to Algie",Letter of condolence upon the death of Jonathan Evans.,1911-03-25,"Awbury (Philadelphia, Pa.)","Author (aut): Scattergood, Alfred G. (Alfred Garrett), 1878-1954","Addressee (rcp): Evans, Francis Algernon, 1878-1946","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,3,25,March,Spring,green
2966,"1911 March 26, to My own darling Sister",,1911-03-26,Ann Arbor (Mich.),"Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 42.25305556, 'long': -83.8386111111111}",42.25305556,-83.8386111111111,1911,3,26,March,Spring,green
2967,"1911 March 27, Westtown, to Boys",Letter of condolence upon the death of Jonathan Evans.,1911-03-27,Westtown (Pa.),"Author (aut): Forsythe, Davis H. (Davis Hoopes), 1858-1934","Addressee (rcp): Evans, Francis Algernon, 1878-1946|Addressee (rcp): Evans, Edward W. (Edward Wyatt), 1882-1976|Addressee (rcp): Evans, Ernest Mervyn, 1884-1911|Addressee (rcp): Evans, Harold, 1886-1977","{'lat': 39.94166667, 'long': -75.5563888888889}",39.94166667,-75.5563888888889,1911,3,27,March,Spring,green
2968,"1911 March 27, Haverford",,1911-03-27,Haverford (Pa. : Township),"Author (aut): Sharpless, Isaac, 1848-1920",,"{'lat': 40.01305556, 'long': -75.2941666666667}",40.01305556,-75.2941666666667,1911,3,27,March,Spring,green
2969,"1911 March 30, to dearest Lilly","Stationery says ""Fircote, Church Lane.""",1911-03-30,Philadelphia (Pa.),"Author (aut): Stork, Anna Brown Cope, b. 1862",,"{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1911,3,30,March,Spring,green
2970,"1911 April 1, Fircote, Dearest Lilly","Stationery says ""Fircote, Church Lane.""",1911-04-01,Philadelphia (Pa.),"Author (aut): Stork, Anna Brown Cope, b. 1862",,"{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1911,4,1,April,Spring,green
2971,"1911 April 2, Ann Arbor, to My dearest Sister",,1911-04-02,Ann Arbor (Mich.),"Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 42.25305556, 'long': -83.8386111111111}",42.25305556,-83.8386111111111,1911,4,2,April,Spring,green
2972,"1911 April 2, Awbury, to Lilly","Date written in pencil.

The Colored Summer Home mentioned may be a cottage on the grounds of the Institute for Colored Youth in Cheyney, PA (now Cheyney University). The cottage, financed primarily by a $3000 donation from Susanna Brinton, housed students attending the Institute's summer sessions. By July 11, 1911, fourteen students lived in the cottage. Information from Charline Howard Conyers' A Living Legend: The History of Cheyney University, 1837-1951 (Cheyney, PA: Cheyney University Press, 1990).",1911-04-02,"Awbury (Philadelphia, Pa.)","Author (aut): Lewis, Caroline Mary Cope, 1865-1953","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,4,2,April,Spring,green
2973,"1911 April 3, Little Falls, NY, to Mr. Stokes, Philadelphia, Pa.","Letter of condolence upon the death of Jonathan Evans.
 Burrell is a noted inventor and manufacturer, mainly of dairy machinery and supplies.",1911-04-03,Little Falls (N.Y.),"Author (aut): Burrell, David H., 1841-1919","Addressee (rcp): Stokes, Francis Joseph, 1873-1955","{'lat': 43.04333333, 'long': -74.8594444444444}",43.04333333,-74.8594444444444,1911,4,3,April,Spring,green
2974,"1911 April 8, Awbury, to Dearest Lilly","The author grieves the death of her husband, Jonathan Evans (1843-1911).",1911-04-08,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,4,8,April,Spring,green
2975,"1911 April 10, Awbury, to My dear Lillie",The author describes seeing Jonathan Evans shortly before his death.,1911-04-10,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,4,10,April,Spring,green
2977,"1911 April 16, Ann Arbor, to Dearest Sister",,1911-04-16,Ann Arbor (Mich.),"Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 42.25305556, 'long': -83.8386111111111}",42.25305556,-83.8386111111111,1911,4,16,April,Spring,green
2979,"1911 April 29, Casa Piccioli Florence, to My very dear Cousin",,1911-04-29,Florence (Italy),"Author (aut): Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 43.77916667, 'long': 11.24611111}",43.77916667,11.24611111,1911,4,29,April,Spring,green
2980,"1911 May 1, Redlands, California, to Mrs Evans",,1911-05-01,Redlands (Calif.),"Author (aut): Nordhoff, Sarah",,"{'lat': 34.05555556, 'long': -117.1825}",34.05555556,-117.1825,1911,5,1,May,Spring,green
2981,"1911 May 5, Awbury, to My dear Lillie",,1911-05-05,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,5,5,May,Spring,green
2982,"1911 May 8, Awbury, to My dear Lillie",,1911-05-08,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,5,8,May,Spring,green
2983,"1911 May 10, Awbury, to My dear Lillie",,1911-05-10,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,5,10,May,Spring,green
2984,"1911 May 18, Philadelphia, to Rachel C. Evans, Germantown",,1911-05-18,Philadelphia (Pa.),"Author (aut): Rutty, William, 1687-1730","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1911,5,18,May,Spring,green
2985,"1911 May 24, Philadelphia, to Rachel C. Evans",Letter of sympathy on behalf of Haverford College's Board of Managers upon the death of Manager Jonathan Evans.,1911-05-24,Philadelphia (Pa.),"Author (aut): Rhoads, Charles James, 1872-1956","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1911,5,24,May,Spring,green
2986,"1911 July 16, Woodbourne, to Aunt Lilly",Thanking for letter of sympathy after death of Ernest Mervyn Evans.,1911-06-16,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Evans, Edward W. (Edward Wyatt), 1882-1976","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1911,6,16,June,Summer,yellow
2987,"1911 June 17, Awbury, to My beloved Mother",,1911-06-17,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,6,17,June,Summer,yellow
2988,"1911 June 27, Awbury, to My dearest Mother",,1911-06-27,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,6,27,June,Summer,yellow
2990,"1911 June 29, Dundale, to Alg","Watermark: ""Holland linen""

Algernon's brother, Ernest Mervyn Evans, died on June 28 after being injured in a subway accident.

Joseph Morris wrote the letter from Dundale, the Morris family estate in Villanova. Now part of the university's campus, the mansion was erected in 1890 as a retreat from the city for Israel Morris's son Theodore (who had just attained the presidency of Morris & Wheeler, his father's iron company) and his many children. The building currently houses the development offices of Villanova University .

All information from Stokes' Stokes Cope Emlen Evans Genealogy (1982), the printed eulogy of Ernest Mervyn Evans, and various Villanova University websites. A picture of Dundale may be found online at www.villanova.edu/maps/bldgs/dundale.htm.",1911-06-29,Villanova (Pa.),"Author (aut): Morris, Joe (Joseph Paul), 1879-1919","Addressee (rcp): Evans, Francis Algernon, 1878-1946","{'lat': 40.03722222, 'long': -75.3488888888889}",40.03722222,-75.3488888888889,1911,6,29,June,Summer,yellow
2991,"1911 July 2, Awbury, to Dear Mother",,1911-07-02,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Thomas P. (Thomas Pim), 1852-1944","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,7,2,July,Summer,yellow
2993,"1911 July 3, Woodbourne, to My dearest Alg",,1911-07-03,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Evelyn Flower Morris, 1877-1947","Addressee (rcp): Evans, Francis Algernon, 1878-1946","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1911,7,3,July,Summer,yellow
2994,"1911 July 6, Dimock, to Dear Old Alg",Letter regarding the death of Ernest Mervyn Evans.,1911-07-06,Dimock (Pa. : Township),"Author (aut): Cope, Francis R. (Francis Reeve), 1878-1962","Addressee (rcp): Evans, Francis Algernon, 1878-1946","{'lat': 41.74666667, 'long': -75.9097222222222}",41.74666667,-75.9097222222222,1911,7,6,July,Summer,yellow
2995,"1911 July 9, Woodbourne, to My dearest sister","The author reflects on the recent death of her son, Ernest Mervyn Evans (1884-1911).",1911-07-09,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1911,7,9,July,Summer,yellow
2996,"1911 July 12, Chestnut Street, to dear Al","Stationery says ""Richard D. Wood, 626 Chestnut St. Philadelphia.""",1911-07-12,Philadelphia (Pa.),"Author (aut): Wood, Richard D. (Richard Davis), 1799-1869",,"{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1911,7,12,July,Summer,yellow
