Title,Description,Date Created,Genre,Precise Origin,Origin,Precise Destination,Destination,Geographic Subject,Author,Recipient,PID,Subjects (Name),Subjects (Topic),Shelf Locator,Local Identifier,Note,Item URL
"1907 May 8, Cottage Hotel, to Grandma","Includes four post-card photographs of Lynton and Salisbury, England.",1907-05-08,letters (correspondence),Cottage Hotel,Lynton (England),,[Philadelphia (Pa.)],"Lynton (England)|Salisbury (England)|Awbury (Philadelphia, Pa.)|Philadelphia (Pa.)","Author (aut): Evans, Anna Cope, 1875-1967","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",hc:97164,"person:Cope, Francis Reeve, 1821-1909|person:Cope, Francis Hazen, 1859-1909|person:Cope, Margaret, 1856-1948|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Lewis, Caroline Mary Cope, 1865-1953|person:Stork, Anna Brown Cope, b. 1862",England--Description and travel|Landscapes|Photographs|Voyages and travels|Weather,"HC.MC-1170, Box 6",hsc0765,,/object/hc97164
"1907 May 25, Ann Arbor, to Dearest Mutter",,1907-05-25,letters (correspondence),,Ann Arbor (Mich.),,,Ann Arbor (Mich.),"Author (aut): Foote, Eleanor Tyson Cope, 1879-1973","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:106409,"person:Foote, Henry Wilder 3rd, 1905-1975|person:Foote, Agnes Cope, b. 1907|person:Cope, Anna Stewardson Brown, 1822-1916|person:Foote, Henry Wilder Jr., 1874-1964",Infants|Children|Children's clothing|Laundry|Diseases|Orchards|Weather,"HC.MC-1170, Box 1",hsc1522,,/object/hc106409
"1907 June 10, to My dear Neices",,1907-06-10,letters (correspondence),,,,,Bristol (Pa.)|Europe,"Author (aut): Newbold, Margaret C., b. 1821","Addressee (rcp): Cope, Annette, 1843-1916|Addressee (rcp): Cope, Caroline E. (Caroline Elizabeth), 1840-1944",hc:97051,"person:Newbold, Charles, b. 1810|person:Newbold, Augusta|person:Lawrie, George|person:Newbold, Annie P., b. 1855|person:Cope, Annette, 1843-1916",Health|Gossip|Boardinghouses|Weddings|Weather|Letter writing,"HC.MC-1170, Box 1",hsc0646,,/object/hc97051
"1907 June 25th, Asticou, to My dear Lillie","The """"new metal contrivance"""" mentioned is the first thermos, introduced in 1907.",1907-06-25,letters (correspondence),,Asticou (Me.),,,"Bethlehem (Pa.)|Woodbourne (Susquehanna County, Pa.)|Bear Island (N.H.)|New York (N.Y.)|Narragansett (R.I.)|Point Judith (R.I.)|Conanicut Island (R.I.)|Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:112270,"person:Foote, Eleanor Tyson Cope, 1879-1973|person:Foote, Henry Wilder Jr., 1874-1964|person:Merriman, Dorothea Foote|person:Archibald, Nancy|person:Lewis, Caroline Mary Cope, 1865-1953|person:Cope, Evelyn Flower Morris, 1877-1947",Death|Voyages and travels|Weather|Mosquitoes|Automobiles,"HC.MC-1170, Box 2",hsc4074,,/object/hc112270
"1907 June 28, Jamestown, to My dearest Parents","The author mentions Kate Douglas Wiggin's ""A Cathedral Courtship"" and ""Penelope's Progress.""",1907-06-28,letters (correspondence),,Jamestown (R.I.),,,"Jamestown (R.I.)|Providence (R.I.)|New York (N.Y.)|England|Awbury (Philadelphia, Pa.)|Newport (R.I.)|Germantown (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916|Addressee (rcp): Cope, Francis Reeve, 1821-1909",hc:118122,"person:Cope, Anna Stewardson Brown, 1822-1916|person:Stork, Anna Brown Cope, b. 1862|person:Cope, Francis Hazen, 1859-1909|person:Evans, Ernest Mervyn, 1884-1911|person:Shoemaker, Benjamin, 1828?-1919|person:Shoemaker, Susan, b. 1834|person:Stokes, Francis, 1833-1917|person:Stokes, Esther Newlin, 1870-1913|person:Evans, Edward W. (Edward Wyatt), 1882-1976|person:Morris, Joe (Joseph Paul), 1879-1919|person:Evans, Harold, 1886-1977|person:Evans, Anna Cope, 1875-1967|person:Evans, Jonathan, 1843-1911|person:Cope, Francis Reeve, 1821-1909|person:Lewis, Caroline Mary Cope, 1865-1953|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Wiggin, Kate Douglas Smith, 1856-1923|person:Nicholson, John Whitall, Jr., 1886-1918|corporate_body:Curtis Publishing Company",High temperatures|Vacations|Landscapes|Vacation homes,"HC.MC-1170, Box 8",hsc5382,,/object/hc118122
"1907 July 4, Awbury, to My dear Lillie",,1907-07-04,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:112271,"person:Foote, Eleanor Tyson Cope, 1879-1973|person:Cope, Francis Reeve, 1821-1909|person:Cope, Francis Hazen, 1859-1909|person:Cope, Evelyn Flower Morris, 1877-1947|person:Cope, Theodora, b. 1906|person:Foote, Agnes Cope, b. 1907|person:Cope, Henry, 1850-1924",Weather|Mosquitoes|Flies|Postal service,"HC.MC-1170, Box 2",hsc4075,,/object/hc112271
"1907 July 4, Asticou, to My Dear & much respected Mother in law",,1907-07-04,letters (correspondence),,Asticou (Me.),,,Asticou (Me.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Brown, Elizabeth S.",hc:112145,"person:Cope, Anna Stewardson Brown, 1822-1916|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Lewis, William Draper, Jr.",Letters|Older people|Family,"HC.MC-1170, Box 5",hsc3234,,/object/hc112145
"1907 July 11, Asticou, to Mrs Alexis T Cope, Dimock P.O., Pennsylvania",Postcard,1907-07-11,letters (correspondence),,Asticou (Me.),,Dimock (Pa. : Township),Adirondack Mountains (N.Y.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:112272,"person:Cope, Theodora, b. 1906",Weather,"HC.MC-1170, Box 2",hsc4076,,/object/hc112272
"1907 July 11, Chester, to Grandparents",,1907-07-11,letters (correspondence),,Chester (England),,[Philadelphia (Pa.)],Beddgelert (Wales)|Bude (England)|Caernarfon (Wales)|Chester (England)|Devon (England)|Exmoor (England)|Ilfracombe (England)|London (England)|Lynmouth (England)|Lynton (England)|Newport (R.I.)|Porlock (England)|Tintagel (England)|Tintern (Wales)|Philadelphia (Pa.),"Author (aut): Evans, Harold, 1886-1977","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916|Addressee (rcp): Cope, Francis Reeve, 1821-1909",hc:104091,"person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Edward VII, King of Great Britain, 1841-1910|person:Lewis, Caroline Mary Cope, 1865-1953|person:Lewis, William Draper, 1867-1949|person:Westminster, Hugh Richard Arthur Grosvenor, Duke of, 1879-1953|corporate_body:Tintern Abbey",Kings and rulers|Landscapes|Ocean Voyages and travels|Ruins|Transportation|Wales--Description and travel|Weather,"HC.MC-1170, Box 7",hsc0828,,/object/hc104091
"1907 July 12, Asticou, to My dear Lillie",,1907-07-12,letters (correspondence),,Asticou (Me.),,,"Newport (R.I.)|Awbury (Philadelphia, Pa.)|Asticou (Me.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:112273,"person:Cope, Francis Reeve, 1821-1909|person:Wordsworth, William, 1770-1850|person:Foote, Eleanor Tyson Cope, 1879-1973|person:Stork, Anna Brown Cope, b. 1862|person:Stork, Theophilus Baker|person:Cope, Evelyn Flower Morris, 1877-1947|person:Cope, Francis Hazen, 1859-1909|person:Cope, Caroline E. (Caroline Elizabeth), 1840-1944|person:Cope, Annette, 1843-1916|person:Lewis, Caroline Mary Cope, 1865-1953|person:Lewis, William Draper, Jr.|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Lewis, Henry|person:Hartshorne, Anna C. (Anna Cope), 1860-1957|person:Evans, Jonathan, 1843-1911|person:Evans, Rachel Reeve Cope, 1850-1939",Weather|Automobiles|Family,"HC.MC-1170, Box 2",hsc4077,,/object/hc112273
"1907 July 14, Jamestown, R.I., to My dear mother",,1907-07-14,letters (correspondence),,Jamestown (R.I.),,,"Europe|Germantown (Philadelphia, Pa.)|Jamestown (R.I.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",hc:119145,"person:Cope, Francis Reeve, 1821-1909|person:Evans, Rachel Reeve Cope, 1850-1939|person:Evans, Ernest Mervyn, 1884-1911|person:Cope, Francis Hazen, 1859-1909|person:Evans, Edward W. (Edward Wyatt), 1882-1976|person:Morris, Joe (Joseph Paul), 1879-1919|person:Stokes, Francis, 1833-1917|person:Stokes, Esther Newlin, 1870-1913|person:Evans, Eleanor Tyson Stokes, 1840-1919|corporate_body:Haverford College",Examinations,"HC.MC-1170, Box 7",hsc6086,,/object/hc119145
"1907 July 18, Asticou, [to Mrs. A.T. Cope], Dimock",Postcard,1907-07-18,letters (correspondence),,Asticou (Me.),,Dimock (Pa. : Township),Asticou (Me.)|Dimock (Pa. : Township),"Author (aut): Cope, Thomas P. (Thomas Pim), 1852-1944","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:109909,"person:Cope, Anna Stewardson Brown, 1822-1916",,"HC.MC-1170, Box 6",hsc2112,,/object/hc109909
"1907 July 20, Asticou, to My dear Lillie",,1907-07-20,letters (correspondence),,Asticou (Me.),,,"Philadelphia (Pa.)|Awbury (Philadelphia, Pa.)|Bethlehem (Pa.)|Asticou (Me.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:112274,"person:Cope, Evelyn Flower Morris, 1877-1947|person:Cope, Francis Reeve, 1821-1909|person:Foote, Eleanor Tyson Cope, 1879-1973|person:Stork, Theophilus Baker|person:Cope, Francis Hazen, 1859-1909|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Lewis, Caroline Mary Cope, 1865-1953",Family|Weddings|Mosquitoes|Diseases,"HC.MC-1170, Box 2",hsc4078,,/object/hc112274
"1907 July 20, Bid a Wee House for the aged, Asticou, to My dear Sister",,1907-07-20,letters (correspondence),,Asticou (Me.),,,Asticou (Me.),"Author (aut): Cope, Thomas P. (Thomas Pim), 1852-1944","Addressee (rcp): Lewis, Caroline Mary Cope, 1865-1953",hc:109908,,,"HC.MC-1170, Box 6",hsc2111,,/object/hc109908
"1907 July 23, Woodbourne, to My dear Sisters",,1907-07-23,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Denver (Colo.)|London (England)|Northeast Harbor (Me.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Annette, 1843-1916|Addressee (rcp): Cope, Caroline E. (Caroline Elizabeth), 1840-1944",hc:106410,"person:Cope, Francis R. (Francis Reeve), 1878-1962|person:Foote, Eleanor Tyson Cope, 1879-1973|person:Morris, Harold|person:Foote, Henry Wilder 3rd, 1905-1975|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Cope, Francis Reeve, 1821-1909|person:Cope, Anna Stewardson Brown, 1822-1916","Death|Diseases|Cancer|Operations, Surgical|Faith|Family","HC.MC-1170, Box 3",hsc1523,,/object/hc106410
"1907 July 25, to My dear Lillie",,1907-07-25,letters (correspondence),,,,,"Woodbourne (Susquehanna County, Pa.)|Lenox (Pa. : Township)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:112275,"person:Cope, Evelyn Flower Morris, 1877-1947|person:Cope, Francis Hazen, 1859-1909|person:Morris, Harold|person:Foote, Eleanor Tyson Cope, 1879-1973|person:Cope, Theodora, b. 1906|person:Cope, Thomas P. (Thomas Pim), 1852-1944",Weather|Death,"HC.MC-1170, Box 2",hsc4079,,/object/hc112275
"1908 August 3, Asticou, to My dear Lillie",,1907-08-03,letters (correspondence),,Asticou (Me.),,,"Awbury (Philadelphia, Pa.)|Asticou (Me.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:112276,"person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Cope, Francis R. (Francis Reeve), 1878-1962|person:Cope, Evelyn Flower Morris, 1877-1947|person:Foote, Henry Wilder Jr., 1874-1964|person:Foote, Eleanor Tyson Cope, 1879-1973|person:Foote, Henry Wilder 3rd, 1905-1975|person:Cope, Francis Reeve, 1821-1909|person:Lewis, Caroline Mary Cope, 1865-1953|person:Evans, Jonathan, 1843-1911|person:Evans, Rachel Reeve Cope, 1850-1939|person:Stork, Theophilus Baker|person:Stork, Anna Brown Cope, b. 1862|person:Cope, Theodora, b. 1906|person:Lewis, William Draper, Jr.",Photography|Diseases|Automobiles|Voyages and travels,"HC.MC-1170, Box 2",hsc4080,,/object/hc112276
"1907 August 6, Jamestown, R.I., to My dear mother",,1907-08-06,letters (correspondence),,Jamestown (R.I.),,,,"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",hc:119146,"person:Evans, Rachel Reeve Cope, 1850-1939|person:Leeds, Morris Evans, 1869-1952|person:Stokes, Francis Joseph, 1873-1955|person:Emlen, Samuel, 1829-1920|person:Evans, Eleanor Tyson Stokes, 1840-1919|person:Evans, Francis Algernon, 1878-1946|person:Evans, Anna Cope, 1875-1967|person:Evans, Ernest Mervyn, 1884-1911|person:Evans, Harold, 1886-1977|person:Wharton, Joseph, 1826-1909|person:Cope, Margaret, 1856-1948|person:Gould, Rebecca|person:Stokes, Esther Newlin, 1870-1913|person:Cope, Francis Reeve, 1821-1909|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Lewis, Caroline Mary Cope, 1865-1953|person:Lewis, William Draper, 1867-1949",,"HC.MC-1170, Box 7",hsc6087,,/object/hc119146
"1907 August 12, Asticou, to My dear Lillie",,1907-08-12,letters (correspondence),,Asticou (Me.),,,"California|Hingham (Mass.)|Bethlehem (Pa.)|Awbury (Philadelphia, Pa.)|Asticou (Me.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:112277,"person:Foote, Eleanor Tyson Cope, 1879-1973|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Cope, Francis Reeve, 1821-1909|person:Cope, Francis Hazen, 1859-1909|person:Lewis, Caroline Mary Cope, 1865-1953|person:Carter, Hannah|person:Cope, Evelyn Flower Morris, 1877-1947|person:Foote, Frances",Family|Photography,"HC.MC-1170, Box 2",hsc4081,,/object/hc112277
"1907 August 22, Asticou, to My dear Lillie",,1907-08-22,letters (correspondence),,Asticou (Me.),,,"Awbury (Philadelphia, Pa.)|Asticou (Me.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:112278,"person:Cope, Evelyn Flower Morris, 1877-1947|person:Foote, Eleanor Tyson Cope, 1879-1973|person:Lewis, Caroline Mary Cope, 1865-1953|person:Sampson, Alfreda Cope Lewis, b. 1897|person:Evans, Rachel Reeve Cope, 1850-1939|person:Foote, Agnes Cope, b. 1907|person:Cope, Thomas P. (Thomas Pim), 1852-1944",Birthday parties|Diseases|Photographs|Children--Conduct of life,"HC.MC-1170, Box 2",hsc4082,,/object/hc112278
"1907 August 23, Jamestown, to My dearest Mother",,1907-08-23,letters (correspondence),,Jamestown (R.I.),,,"Maine|New York (N.Y.)|Dundale (Villanova, Pa.)|Ann Arbor (Mich.)|Wickford Harbor (R.I.)|Germantown (Philadelphia, Pa.)|Dublin (Ireland)|England|Providence (R.I.)|Jamestown (R.I.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",hc:118123,"person:Cope, Evelyn Flower Morris, 1877-1947|person:Cope, Theodora, b. 1906|person:Evans, Jacqueline Pascal Morris, 1886-1947|person:Morris, Joe (Joseph Paul), 1879-1919|person:Cope, Francis R. (Francis Reeve), 1878-1962|person:Foote, Eleanor Tyson Cope, 1879-1973|person:Cope, Agnes, 1876-1899|person:Evans, Rachel Reeve Cope, 1850-1939|person:Cope, Margaret, 1856-1948|person:Cope, Alban, 1864-1914|person:Emlen, Eleanor Cope, 1854-1920|person:Emlen, George Williams, 1853-1938|person:Lewis, Caroline Mary Cope, 1865-1953|person:Foote, Henry Wilder 3rd, 1905-1975|person:Cope, Francis Reeve, 1821-1909|person:Evans, Anna Cope, 1875-1967|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Wister, Owen, 1860-1938|person:Kane, Francis|person:Kane, Florence",High temperatures|Voyages and travels|Family|Driving of horse-drawn vehicles|House construction,"HC.MC-1170, Box 8",hsc5383,,/object/hc118123
"1907 August 28, Jamestown, to My dearest sister",,1907-08-28,letters (correspondence),,Jamestown (R.I.),,,Jamestown (R.I.)|Asticou (Me.)|Mount Desert (Me. : Town)|Northeast Harbor (Me.)|Venice (Italy)|Point Pleasant (Pa.)|Grasmere (England)|Switzerland|Austria,"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:118125,"person:Cope, Francis Reeve, 1821-1909|person:Cope, Anna Stewardson Brown, 1822-1916|person:Foote, Henry Wilder Jr., 1874-1964|person:Foote, Eleanor Tyson Cope, 1879-1973|person:Merriman, Dorothea Foote|person:Stork, Anna Brown Cope, b. 1862|person:Stork, Theophilus Baker|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Chew, Mary J.B.|person:Evans, Harold, 1886-1977|person:Evans, Edward W. (Edward Wyatt), 1882-1976|person:Cope, Evelyn Flower Morris, 1877-1947|person:Cope, Theodora, b. 1906|person:Foote, Henry Wilder 3rd, 1905-1975|person:Cope, Margaret, 1856-1948|person:Evans, Anna Cope, 1875-1967|person:Evans, Jonathan, 1843-1911|person:Evans, Francis Algernon, 1878-1946|person:Cope, Francis Hazen, 1859-1909|person:Brown, Susanna Sansom, 1826-1909",Letters|Aging|Gossip|Voyages and travels|Health,"HC.MC-1170, Box 8",hsc5385,,/object/hc118125
"1907 August 31, Awbury, to My dear Lillie, Asticou",,1907-08-31~,letters (correspondence),,Asticou (Me.),,,"Conanicut Island (R.I.)|Jamestown (R.I.)|Bethlehem (Pa.)|Woodbourne (Susquehanna County, Pa.)|Awbury (Philadelphia, Pa.)|Asticou (Me.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:112279,"person:Cope, Evelyn Flower Morris, 1877-1947|person:Foote, Eleanor Tyson Cope, 1879-1973|person:Lewis, Caroline Mary Cope, 1865-1953|person:Evans, Rachel Reeve Cope, 1850-1939|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Foote, Henry Wilder 3rd, 1905-1975|person:Evans, Jonathan, 1843-1911|person:Foote, Frances|person:Lewis, William Draper, 1867-1949|person:Cope, Francis Reeve, 1821-1909|person:Cope, Francis Hazen, 1859-1909|person:Paramore, William",Weather|Fires|Voyages and travels|Vegetable gardening,"HC.MC-1170, Box 2",hsc4083,,/object/hc112279
"1907 September 1, Asticou, to My dear Lillie",,1907-09-01,letters (correspondence),,Asticou (Me.),,,"London (England)|Bethlehem (Pa.)|Awbury (Philadelphia, Pa.)|Asticou (Me.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:112280,"person:Foote, Eleanor Tyson Cope, 1879-1973|person:Foote, Frances|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Cope, Francis Reeve, 1821-1909|person:Merriman, Dorothea Foote",Baptism and church membership|Church|Weather|Clothing and dress,"HC.MC-1170, Box 2",hsc4084,,/object/hc112280
"1907 September 4, to My dear Lillie, Asticou",,1907-09-04,letters (correspondence),,Asticou (Me.),,,"London (England)|Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:112281,"person:Cope, Francis Reeve, 1821-1909|person:Stork, Anna Brown Cope, b. 1862|person:Foote, Frances|person:Cope, Evelyn Flower Morris, 1877-1947|person:Foote, Eleanor Tyson Cope, 1879-1973|person:Paramore, William|person:Evans, Jonathan, 1843-1911|person:Foote, Agnes Cope, b. 1907|person:Foote, Henry Wilder 3rd, 1905-1975",Weather|Voyages and travels|Cathedrals,"HC.MC-1170, Box 2",hsc4085,,/object/hc112281
"1907 September 4, Jamestown, R.I., to My dear mother",,1907-09-04,letters (correspondence),,Jamestown (R.I.),,,,"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",hc:119147,"person:Evans, Rachel Reeve Cope, 1850-1939|person:Evans, Hannah Bacon, 1839-1939|person:Stokes, Esther Newlin, 1870-1913|person:Stokes, Francis Joseph, 1873-1955|person:Cope, Theodora, b. 1906|person:Wharton, Joseph, 1826-1909|person:Emlen, George Williams, 1853-1938|person:Emlen, Eleanor Cope, 1854-1920|person:Emlen, Samuel, 1829-1920|person:Cope, Francis R. (Francis Reeve), 1878-1962|person:Cope, Evelyn Flower Morris, 1877-1947|person:Evans, Jacqueline Pascal Morris, 1886-1947|person:Cope, Francis Reeve, 1821-1909|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Lewis, Caroline Mary Cope, 1865-1953|person:Lewis, William Draper, 1867-1949",Camping|Fishing,"HC.MC-1170, Box 7",hsc6088,,/object/hc119147
"1907 September 6, Jamestown, to Dearest Mother",,1907-09-06,letters (correspondence),,Jamestown (R.I.),,,"Jamestown (R.I.)|Awbury (Philadelphia, Pa.)|Hingham (Mass.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",hc:118127,"person:Cope, Anna Stewardson Brown, 1822-1916|person:Cope, Francis Reeve, 1821-1909|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Cope, Francis R. (Francis Reeve), 1878-1962|person:Cope, Evelyn Flower Morris, 1877-1947|person:Stork, Theophilus Baker|person:Stork, Anna Brown Cope, b. 1862|person:Emlen, Eleanor Cope, 1854-1920|person:Cornish, Frances",Automobiles|Gossip,"HC.MC-1170, Box 8",hsc5387,,/object/hc118127
"1907 September 14, to My dear Chellie, Asticou",,1907-09-14,letters (correspondence),,Asticou (Me.),,,"Ireland|Venice (Italy)|Awbury (Philadelphia, Pa.)|Asticou (Me.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:112282,"person:Evans, Harold, 1886-1977|person:Cope, Evelyn Flower Morris, 1877-1947|person:Lewis, Caroline Mary Cope, 1865-1953",Voyages and travels,"HC.MC-1170, Box 2",hsc4086,,/object/hc112282
"1907 October 2, Awbury, to My dear Lillie, Asticou",,1907-10-02,letters (correspondence),,Asticou (Me.),,,"Bethlehem (Pa.)|Newport (R.I.)|Conanicut Island (R.I.)|Germantown (Philadelphia, Pa.)|Portland (Me.)|Awbury (Philadelphia, Pa.)|Asticou (Me.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:112283,"person:Cope, Francis Reeve, 1821-1909|person:Lewis, Caroline Mary Cope, 1865-1953|person:Lewis, William Draper, Jr.|person:Sampson, Alfreda Cope Lewis, b. 1897|person:Kneedler, Anna Lewis|person:Stork, Anna Brown Cope, b. 1862|person:Lewis, Esther Margaret Emlen, 1890-1927|person:Haines, Francis Cope, 1857-1918|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Cope, Caroline E. (Caroline Elizabeth), 1840-1944|person:Cope, Annette, 1843-1916|person:Merriman, Dorothea Foote|person:Foote, Eleanor Tyson Cope, 1879-1973|person:Foote, Henry Wilder 3rd, 1905-1975",Family,"HC.MC-1170, Box 2",hsc4087,,/object/hc112283
"1907 October 4, Asticou, to Dear Lillie, Woodbourne",,1907-10-04,letters (correspondence),,Asticou (Me.),,"[Woodbourne (Susquehanna County, Pa.)]","Awbury (Philadelphia, Pa.)|Woodbourne (Susquehanna County, Pa.)|Asticou (Me.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:112146,"person:Lewis, Caroline Mary Cope, 1865-1953|person:Lewis, Henry|person:Sampson, Alfreda Cope Lewis, b. 1897|person:Kneedler, Anna Lewis|person:Lewis, William Draper, Jr.|person:Rhoads, James E. (James Evans), 1828-1895|person:Cope, Anna Stewardson Brown, 1822-1916|person:Brown, Susanna Sansom, 1826-1909",Lost articles|Family|Asthenia,"HC.MC-1170, Box 5",hsc3235,,/object/hc112146
"1907 October 5, Awbury, to My dear Chellie, Asticou",,1907-10-05~,letters (correspondence),,Asticou (Me.),,,"Bethlehem (Pa.)|Portland (Me.)|Awbury (Philadelphia, Pa.)|Asticou (Me.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:112284,"person:Evans, Harold, 1886-1977",Photographs,"HC.MC-1170, Box 2",hsc4088,,/object/hc112284
"1907 October 14, Woodbourne, to Dearest Mother","Stationery says: ""Woodbourne"" Dimock P.O. Pa.",1907-10-14,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)|Awbury (Philadelphia, Pa.)|Boston (Mass.)|Philadelphia (Pa.)|Montrose (Susquehanna County, Pa.)|New England|Ohio","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",hc:109615,"person:Haines, Francis Cope, 1857-1918|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Cope, Annette, 1843-1916|person:Cope, Caroline E. (Caroline Elizabeth), 1840-1944|person:Cope, Francis Reeve, 1821-1909|person:Cope, Margaret Cheston Tatnall, b. 1859",Family|Libraries|Hicksites,"HC.MC-1170, Box 3",hsc1524,,/object/hc109615
"1911 November 20, Bridgewater Cottage, Hampton, Va, to My very dear friends","Sydney, Nova Scotia, is located on the island of Cape Breton. Known as ""the Steel City,"" Sydney is the third largest city in the province of Nova Scotia and is home to the Dominion Steel and Coal Company. A number of railway lines travel through Sydney . ""Both girls"" who join Sibylla in greeting the Cope sisters are Sibylla's two daughters Annie Sayne and Mary Morris. Her two sons working on the railroads are Frederick Cox Morris and Caleb Carmalt Morris.",1907-11-20,letters (correspondence),Bridgewater Cottage,Hampton (Va.),,"[Germantown (Philadelphia, Pa.)]","Hampton (Va.)|Montrose (Susquehanna County, Pa.)|Germantown (Philadelphia, Pa.)|Sydney (N.S.)|Virginia|Appomattox (Va.)|Europe","Author (aut): Morris, Sibylla T., b. 1826","Addressee (rcp): Cope, Annette, 1843-1916",hc:94869,"person:Cope, Clementine, 1835-1903",Health,"HC.MC-1170, Box 1",hsc0030,,/object/hc94869
