Title,Description,Date Created,Genre,Precise Origin,Origin,Precise Destination,Destination,Geographic Subject,Author,Recipient,PID,Subjects (Name),Subjects (Topic),Shelf Locator,Local Identifier,Note,Item URL
"1897 August 4, Minnewaska New York, to Dear AC, York Harbor",,1897-08-04,letters (correspondence),"Cliff House, Lake Minnewaska",Ulster County (N.Y.),,[York Harbor (Me.)],"Lake Minnewaska (N.Y.)|Mohonk Lake (N.Y.)|Awbury (Philadelphia, Pa.)|Spring Lake (N.J.)|York Harbor (Me.)|Boston (Mass.)|Woodbourne (Susquehanna County, Pa.)|Princeton (N.J.)","Cope, Clementine, 1835-1903","Evans, Anna Cope, 1875-1967",hc:104251,"Yarnall, Ellis H., 1817-1905|Yarnall, Margaret|Cope, Amy A., 1833?-1909|Browning, Oscar, 1837-1923|Austen, Jane, 1775-1817","Ice cream, ices, etc|Books|Writing|Voyages and travels|Personality|Entertainment events|Charities","HC.MC-1170, Box 3",hsc0998,,/object/hc104251
"1897 August 5, Woodbourne, to My dearest Mother",,1897-08-05,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Germantown (Philadelphia, Pa.)|Montrose (Susquehanna County, Pa.)|New England|Boston (Mass.)|York Harbor (Me.)|Awbury (Philadelphia, Pa.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106266,"Foote, Eleanor Tyson Cope, 1879-1973|Evans, Rachel Reeve Cope, 1850-1939|Drinker, Frances, b. 1841|Stork, Anna Brown Cope, b. 1862|Stokes, Elizabeth|Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Francis R. (Francis Reeve), 1878-1962|Cope, John Stokes, 1857-1915",,"HC.MC-1170, Box 3",hsc1377,,/object/hc106266
"1897 August 15, Bliss Cottage, to Dear Sister",,1897-08-15,letters (correspondence),Bliss Cottage,Newport (R.I.),,,Newport (R.I.)|Portsmouth (N.H.)|Boston (Mass.)|York Harbor (Me.),"Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Cope, Clementine, 1835-1903",hc:109643,"Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Annette, 1843-1916|Silver, Edith Wistar Stokes, 1872-1949|Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Cope, Anna Stewardson Brown, 1822-1916|Foote, Eleanor Tyson Cope, 1879-1973|Drinker, Frances, b. 1841|Yarnall, Ellis H., 1817-1905",Boats|Afternoon teas|Driving of horse-drawn vehicles|Restaurants|Education|Vocational guidance|Diseases,"HC.MC-1170, Box 3",hsc1555,,/object/hc109643
"1897 August 24, York Harbor, Maine, to Dear Cousin Anna",,1897-08-24,letters (correspondence),,York Harbor (Me.),,,York Harbor (Me.)|Newport (R.I.)|Ogunquit (Me.)|Wells (Me.)|Salem (Mass.)|Boston (Mass.)|New York (N.Y.),"Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Cope, Anna Stewardson Brown, 1822-1916",hc:109644,"Cope, E. D. (Edward Drinker), 1840-1897|Cope, Francis Reeve, 1821-1909|Cope, Francis R. (Francis Reeve), 1878-1962|Foote, Eleanor Tyson Cope, 1879-1973|Cope, Clementine, 1835-1903|Haines, Francis Cope, 1857-1918|Cope, Alfred, 1857-1897|Cope, Amy Elizabeth Yarnall|Cope, Margaret Cheston Tatnall, b. 1859|Cope, Annette, 1843-1916","Letter writing|Weather|Entertaining|Flowers|Cottages|New England--Description and travel|Visitors, Foreign|Carriages and carts","HC.MC-1170, Box 3",hsc1556,,/object/hc109644
"1897 September 19, Woodbourne, to Dearest Mother",,1897-09-19,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)|Awbury (Philadelphia, Pa.)|Montrose (Susquehanna County, Pa.)|Richfield (N.Y.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106267,"Cope, Agnes, 1876-1899|Evans, Rachel Reeve Cope, 1850-1939|Lewis, Caroline Mary Cope, 1865-1953|Foote, Eleanor Tyson Cope, 1879-1973|Stork, Anna Brown Cope, b. 1862|Emlen, Mary|Cope, Elizabeth Waln Stokes, 1823-1902|Ross, Christine",,"HC.MC-1170, Box 3",hsc1378,,/object/hc106267
"1897 September 24, Woodbourne, to Dear Father",,1897-09-24,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Germantown (Philadelphia, Pa.)|New England|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909",hc:106268,"Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Elizabeth Waln Stokes, 1823-1902|Ross, Christine|Cope, Francis R. (Francis Reeve), 1878-1962",,"HC.MC-1170, Box 3",hsc1379,,/object/hc106268
"1897 October 17, Woodbourne, to Dearest Mother",,1897-10-17,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Awbury (Philadelphia, Pa.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106269,"Cope, Francis R. (Francis Reeve), 1878-1962|Evans, Jonathan, 1843-1911|Biddle, Hetty, b. 1835?|Biddle, Molly, b. 1838?|Cope, Francis Reeve, 1821-1909",,"HC.MC-1170, Box 3",hsc1380,,/object/hc106269
"1898 October 17, Sharon Inn, Sharon, Connecticut, to Dear Cousin Anna",,1898-10-17,letters (correspondence),Sharon Inn,Sharon (Conn.),,,"Sharon (Conn.)|Newport (R.I.)|Woodbourne (Susquehanna County, Pa.)|California|New York (N.Y.)|San Francisco (Calif.)|Tuxedo Park (N.Y.)","Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Cope, Anna Stewardson Brown, 1822-1916",hc:109645,"Cope, Margaret Cheston Tatnall, b. 1859|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Walker, George, 1797-1891|Stork, Anna Brown Cope, b. 1862|Yarnall, Caroline R. (Caroline Rachel) Cope, 1802-1881|Evans, Rachel Reeve Cope, 1850-1939|Foote, Eleanor Tyson Cope, 1879-1973|Cope, Clementine, 1835-1903|Cope, Amy Elizabeth Yarnall|Cope, Francis Reeve, 1821-1909|Wanamaker, John, 1838-1922|Cope, Annette, 1843-1916",Walking|Weather|Autumn|Health|Birthdays,"HC.MC-1170, Box 3",hsc1557,,/object/hc109645
"1898 October 19, Woodbourne, to My own dearest Boy","Talks about the late Alexis Thomas Cope, as well as Francis Reeve Cope Jr.'s twin brother, who died in infancy. The letter then jumps to talking about Elizabeth's 50th birthday.",1898-10-19,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis R. (Francis Reeve), 1878-1962",hc:106270,"MacDowell, Anne|Evans, Jonathan, 1843-1911|Evans, Rachel Reeve Cope, 1850-1939|Biddle, Molly, b. 1838?|Biddle, Hetty, b. 1835?|Foote, Eleanor Tyson Cope, 1879-1973|Thurston, Anna Day, b. 1857|Jones, Bessie|Evans, Anna Cope, 1875-1967|Stork, Anna Brown Cope, b. 1862|Cope, Clementine, 1835-1903|Cope, Annette, 1843-1916|Cope, Anna Stewardson Brown, 1822-1916|Emlen, John",Death--Religious aspects--Society of Friends|Bereavement--Religious aspects--Society of Friends|Children--Death|Birthdays,"HC.MC-1170, Box 3",hsc1381,,/object/hc106270
"1898 October 20, Woodbourne, to My dearest Mother",,1898-10-20,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Elk Mountain (Pa.)|Corsica (France)|Mediterranean Region|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106271,"Cope, Francis Reeve, 1821-1909|Carter, Hannah|Foote, Eleanor Tyson Cope, 1879-1973|Evans, Rachel Reeve Cope, 1850-1939|Cope, Clementine, 1835-1903|Thurston, Anna Day, b. 1857|Evans, Jonathan, 1843-1911",,"HC.MC-1170, Box 3",hsc1382,,/object/hc106271
"1898 October 25, Woodbourne, to My dear Caroline",,1898-10-25,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Sharon (Conn.),"Sharon (Conn.)|Montrose (Susquehanna County, Pa.)|Philadelphia (Pa.)|Dimock (Pa. : Township)|Awbury (Philadelphia, Pa.)|Niagara (N.Y.)|United States|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Caroline E. (Caroline Elizabeth), 1840-1944",hc:106272,"Cope, Agnes, 1876-1899|Foote, Eleanor Tyson Cope, 1879-1973|Evans, Rachel Reeve Cope, 1850-1939|Biddle, Molly, b. 1838?|Biddle, Hetty, b. 1835?|Halsey, Ned|Cope, Francis R. (Francis Reeve), 1878-1962|Simpson, Henry|Evans, Jonathan, 1843-1911|Cope, Clementine, 1835-1903|Cope, Mary Stokes, 1853-1888",,"HC.MC-1170, Box 3",hsc1383,,/object/hc106272
"1898 October 27, Woodbourne, to Dear Father",,1898-10-27,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Liverpool (England)|United States|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909",hc:106273,"Simpson, Hannah|Simpson, Sallie|Cope, Thomas Pim, 1823-1900|Morris, Samuel, 1827-1905|Cope, Anna Stewardson Brown, 1822-1916|Evans, Rachel Reeve Cope, 1850-1939",,"HC.MC-1170, Box 3",hsc1384,,/object/hc106273
"1898 November 6, Woodbourne, to Dearest Mother",,1898-11-06,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Montrose (Susquehanna County, Pa.)|Philadelphia (Pa.)|Augusta (Ga.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106274,"Evans, Rachel Reeve Cope, 1850-1939|Cope, Margaret Cheston Tatnall, b. 1859|Foote, Eleanor Tyson Cope, 1879-1973|Biddle, Hetty, b. 1835?|Cope, Agnes, 1876-1899|Lewis, Caroline Mary Cope, 1865-1953|Cope, Francis Reeve, 1821-1909|Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Francis Hazen, 1859-1909",Weather|Health|Cold (Disease)|Household employees,"HC.MC-1170, Box 3",hsc1385,,/object/hc106274
"1899 January 26, 121 South 19th St, Philadelphia, to My dear Lillie","Addressed from 121 South 19th Street, Philadelphia (Pa.).",1899-01-26,letters (correspondence),121 S 19th St,Philadelphia (Pa.),,,"Awbury (Philadelphia, Pa.)|Fairfield (Pa.)|Philadelphia (Pa.)","Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Garrett, Elizabeth Waln Cope, 1841-1931",hc:109646,"Cope, Clementine, 1835-1903|Cope, Agnes, 1876-1899|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Sangree, Eleanor Wistar Garrett Rice|Garrett, Alfred Cope, 1867-1946|Garrett, Eleanor Tyson Evans, 1873-1953|Edge, Elizabeth D.|Cope, Annette, 1843-1916|Mabie, Hamilton Wright, 1846-1916|Cope, Francis R. (Francis Reeve), 1878-1962|Yarnall, Anna C.|Tatum, Hannah",Correspondence|Health|Diseases|Social classes|African American household employees|Entertaining--Planning|Entertaining|Christmas|Weather|Gifts|Books|Lectures and lecturing|Dinners and dining|Wounds and injuries,"HC.MC-1170, Box 3",hsc1558,,/object/hc109646
"1899 April 15, Marine Villa, Cape May, NJ, to My dear Cousin",,1899-04-15,letters (correspondence),Marine Villa,Cape May (N.J.),,,Atlantic City (N.J.)|Atlantic Ocean|Fairfield (Pa.)|Dansville (N.Y.)|Ravenna (Italy)|Cape May (N.J.),"Cope, Caroline E. (Caroline Elizabeth), 1840-1944",,hc:109647,"Cope, Annette, 1843-1916|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Cope, Francis R. (Francis Reeve), 1878-1962|Foote, Eleanor Tyson Cope, 1879-1973|Thorne, Louise",Seashore|Newspapers|Health|High temperatures|Physicians|Flowers|Hotels|Driving of horse-drawn vehicles,"HC.MC-1170, Box 3",hsc1559,,/object/hc109647
"1899 July 16, Woodbourne, to Dearest Rachel",,1899-07-16,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)|Newport (R.I.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939",hc:106275,"Cope, Francis Reeve, 1821-1909|Cope, Anna Stewardson Brown, 1822-1916|Cope, Francis R. (Francis Reeve), 1878-1962|Emlen, Mary|Foote, Eleanor Tyson Cope, 1879-1973|Drinker, Frances, b. 1841|Simpson, Hannah|Simpson, Sallie|Stork, Anna Brown Cope, b. 1862|Evans, Edward W. (Edward Wyatt), 1882-1976|Cope, Agnes, 1876-1899|Evans, Jonathan, 1843-1911",Letter writing|Family|Children,"HC.MC-1170, Box 3",hsc1386,,/object/hc106275
"1899 July 23, Dundale, to My beloved Mrs. Evans",,1899-07-23,letters (correspondence),Dundale,Villanova (Pa.),,,"Conanicut Island (R.I.)|Jamestown (R.I.)|Newport (R.I.)|Woodbourne (Susquehanna County, Pa.)|Niagara (N.Y.)|Mount Kisco (N.Y.)|Atlantic City (N.J.)|Dundale (Villanova, Pa.)","Cope, Evelyn Flower Morris, 1877-1947","Evans, Rachel Reeve Cope, 1850-1939",hc:106298,"Evans, Jonathan, 1843-1911|Evans, Anna Cope, 1875-1967|Evans, Francis Algernon, 1878-1946|Evans, Edward W. (Edward Wyatt), 1882-1976|Evans, Ernest Mervyn, 1884-1911|Evans, Harold, 1886-1977|Stork, Anna Brown Cope, b. 1862|Welsh, Herbert, 1851-1941|Morris, Joe (Joseph Paul), 1879-1919",Birthdays|Family|Voyages and travels,"HC.MC-1170, Box 3",hsc1411,,/object/hc106298
"1899 August 26, Minnewaska N.Y., to dear Sis, Asquam N.H.",,1899-09-26,letters (correspondence),"Cliff House, Lake Minnewaska",Ulster County (N.Y.),[The Asquam],[Holderness (N.H. : Town)],"Newburgh (N.Y.)|Woodbourne (Susquehanna County, Pa.)|Newport (R.I.)|Minnewaska (N.Y.)|Asquam (N.H.)","Cope, Clementine, 1835-1903",,hc:106288,"Cope, Amy A., 1833?-1909|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Stork, Anna Brown Cope, b. 1862|Cope, Francis Hazen, 1859-1909|Cope, Francis R. (Francis Reeve), 1878-1962",Gifts|Weather|Hotels|Debt,"HC.MC-1170, Box 3",hsc1400,,/object/hc106288
"1899 October 22, Woodbourne, to Dearest sister Clem",,1899-10-22,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Connecticut|Awbury (Philadelphia, Pa.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Clementine, 1835-1903",hc:106276,"Evans, Rachel Reeve Cope, 1850-1939|Foote, Eleanor Tyson Cope, 1879-1973|King, George, d. 1899|Hacker, Hannah|Cope, Annette, 1843-1916|Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Caroline E. (Caroline Elizabeth), 1840-1944",,"HC.MC-1170, Box 3",hsc1387,,/object/hc106276
"1899 October 26, Dansville N.Y., to Dear Cousin F",,1899-10-26,letters (correspondence),,Dansville (N.Y.),,,Boston (Mass.)|Genesee River Valley (Pa. and N.Y.)|Philadelphia (Pa.)|Dansville (N.Y.),"Cope, Clementine, 1835-1903",,hc:104252,"Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",Friendship|Voyages and travels|Baths|Rental housing,"HC.MC-1170, Box 3",hsc0999,,/object/hc104252
"1899 October 28, Fellsworth, to My dear Lillie",,1899-10-28,letters (correspondence),Fellsworth,"Overbrook (Philadelphia, Pa.)",,,,"Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Garrett, Elizabeth Waln Cope, 1841-1931",hc:109648,"Garrett, Philip C. (Philip Cresson), 1834-1905|Cope, Amy Elizabeth Yarnall|Cope, Clementine, 1835-1903|Drinker, Frances, b. 1841",Correspondence|Rheumatism|Dental care|Teeth--Care and hygiene|Entertaining--Planning|Voyages and travels|Weather|Diseases|Health resorts|Lost articles,"HC.MC-1170, Box 3",hsc1560,,/object/hc109648
"1900 February 14, 121 S 19th St, to Dearest Chelly",,1900-02-13,letters (correspondence),121 S 19th St,Philadelphia (Pa.),,,Philadelphia (Pa.),"Cope, Clementine, 1835-1903","Evans, Rachel Reeve Cope, 1850-1939",hc:106289,,,"HC.MC-1170, Box 3",hsc1401,,/object/hc106289
"1900 April, Awbury, to My dear Clemmy",,1900-04-01,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Germantown (Philadelphia, Pa.)|Atlantic City (N.J.)|Cambridge (Mass.)|Florida|Awbury (Philadelphia, Pa.)","Cope, Elizabeth Waln Stokes, 1823-1902","Cope, Clementine, 1835-1903",hc:106317,"Cope, Thomas Pim, 1823-1900|Cope, Eliza Middleton Kane, 1863-1952|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916|Mason, Katharine Evans Stokes, 1866-1947|Evans, Eleanor Tyson Stokes, 1840-1919|Garrett, Eleanor Tyson Evans, 1873-1953|Sangree, Eleanor Wistar Garrett Rice|Garrett, Alfred Cope, 1867-1946|Garrett, Philip C. (Philip Cresson), 1834-1905|Garrett, Elizabeth Waln Cope, 1841-1931|Evans, Rachel Reeve Cope, 1850-1939",Diseases|Spring|Asthenia|Scarlatina,"HC.MC-1170, Box 3",hsc1430,,/object/hc106317
"1900 April 6, Awbury, to My dear Netty",Note in someone else's handwriting says she could not make this journey,1900-04-06,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth Waln Stokes, 1823-1902","Cope, Annette, 1843-1916",hc:106318,"Cope, Thomas Pim, 1823-1900",,"HC.MC-1170, Box 3",hsc1431,,/object/hc106318
"1900 July 8, Bay Voyage Hotel Jamestown, Conanicut, Rhode Island, to My dear Clementine, Minnewaska, New York",,1900-07-08,letters (correspondence),Bay Voyage Hotel,Conanicut Island (R.I.),Lake Minnewaska,Ulster County (N.Y.),"Conanicut Island (R.I.)|Bryn Mawr (Pa.)|Lake Minnewaska (N.Y.)|Awbury (Philadelphia, Pa.)|Atlantic City (N.J.)|Newport (R.I.)|Woodbourne (Susquehanna County, Pa.)|England","Cope, Elizabeth Waln Stokes, 1823-1902","Cope, Clementine, 1835-1903",hc:106319,"Stevenson, Robert Louis, 1850-1894|Harris, J. Rendel (James Rendel), 1852-1941|Cope, Thomas Pim, 1823-1900|Emlen, George Williams, 1853-1938|Emlen, Eleanor Cope, 1854-1920|Lewis, Esther Margaret Emlen, 1890-1927|Cope, Margaret, 1856-1948|Cope, Francis Reeve, 1821-1909|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Cope, Eliza Middleton Kane, 1863-1952|Cope, Marmaduke Cooper, 1804-1897|Cope, Walter, 1861-1902|Stork, Theophilus Baker|Stork, Anna Brown Cope, b. 1862|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916|Emlen, Samuel, 1880-1936|Cope, Henry, 1850-1924|Evans, Rachel Reeve Cope, 1850-1939",Letters|Essays|Lectures and lecturing|Rhode Island--Description and travel|New York (State)--Description and travel|Weather|Hotels|Health|Diseases|Dwellings--Maintenance and repair|Appendicitis|Surgery,"HC.MC-1170, Box 3",hsc1432,,/object/hc106319
"1900 July 29, Woodbourne, to Dearest Rachel",,1900-07-29,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Montrose (Susquehanna County, Pa.)|New York (N.Y.)|Newport (R.I.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939",hc:106277,"Cope, Anna Stewardson Brown, 1822-1916|Cope, Francis Reeve, 1821-1909|Cope, Francis R. (Francis Reeve), 1878-1962|Foote, Eleanor Tyson Cope, 1879-1973|Cope, Evelyn Flower Morris, 1877-1947|Emlen, Mary",Family|Voyages and travels|Health,"HC.MC-1170, Box 3",hsc1389,,/object/hc106277
"1900 September 10, to My dear Caroline & Annette",A page seems to be missing.,1900-09-10,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Conanicut Island (R.I.)|Awbury (Philadelphia, Pa.)|Pocono Mountains (Pa.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916",hc:106278,"Foote, Eleanor Tyson Cope, 1879-1973|Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Thomas Pim, 1823-1900|Cope, Francis Reeve, 1821-1909|Cope, Henry, 1850-1924|Cope, Francis, 1852-1854|Cope, John Stokes, 1857-1915|Cope, Arthur, 1859-1881|Cope, Walter, 1861-1902|Cope, Alban, 1864-1914|Emlen, George Williams, 1853-1938|Cope, Anna Stewardson Brown, 1822-1916|Stork, Anna Brown Cope, b. 1862|Evans, Jonathan, 1843-1911|Evans, Rachel Reeve Cope, 1850-1939|Evans, Edward W. (Edward Wyatt), 1882-1976|Thorne, Louise|Drinker, Frances, b. 1841",Diseases|Typhoid fever|Death--Religious aspects--Society of Friends|Death|Letter writing,"HC.MC-1170, Box 3",hsc1390,,/object/hc106278
"1900 October 22, to My dear Clemmy",,1900-10-22,letters (correspondence),,,,,,"Cope, Elizabeth Waln Stokes, 1823-1902|Cope, Henry, 1850-1924","Cope, Clementine, 1835-1903",hc:106320,"Cope, Thomas Pim, 1823-1900",Diseases|Alzheimer's disease|Death,"HC.MC-1170, Box 3",hsc1433,,/object/hc106320
"1900 December 16, Hobkirk Inn Camden S.C., to My dear Cousin",,1900-12-16,letters (correspondence),Hobkirk Inn,Camden (S.C.),,,"Awbury (Philadelphia, Pa.)|South Carolina|Camden (S.C.)","Cope, Clementine, 1835-1903",,hc:106290,"Stork, Anna Brown Cope, b. 1862|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916",Fountain pens|Trees|Tourists|Weather|African American household employees,"HC.MC-1170, Box 3",hsc1402,,/object/hc106290
"1901 January 5, Awbury, to My dear Annette",,1901-01-05,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Schuylkill River (Pa.)|Egypt|Wayne (Pa.)|Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Annette, 1843-1916",hc:106279,"Foote, Eleanor Tyson Cope, 1879-1973|Morris, Joe (Joseph Paul), 1879-1919|Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Francis Reeve, 1821-1909|Cope, Anna Stewardson Brown, 1822-1916|Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Francis Hazen, 1859-1909|Cope, Margaret Cheston Tatnall, b. 1859|Emlen, Mary|Jones, Bessie|Bailey, William|Emlen, Esther",Letter writing|New Year|Voyages and travels|Skating|Audubon societies|Gifts|Parties,"HC.MC-1170, Box 3",hsc1391,,/object/hc106279
"1901 February 20, Awbury, to My dear cousins",,1901-02-20,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Charleston (S.C.)|Cambridge (Mass.)|Boston (Mass.)|Cairo (Egypt)|Pinehurst (N.C.)|Fairfield (Pa.)|Atlantic City (N.J.)|Awbury (Philadelphia, Pa.)|South Carolina","Cope, Elizabeth Waln Stokes, 1823-1902","Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Clementine, 1835-1903",hc:106321,"Cope, Margaret, 1856-1948|Cope, John Stokes, 1857-1915|Cope, Henry, 1850-1924|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Victoria, Queen of Great Britain, 1819-1901|Edward VII, King of Great Britain, 1841-1910|Emlen, Eleanor Cope, 1854-1920|Scattergood, Mary Cope Emlen, 1878-1975|Cope, Anna Stewardson Brown, 1822-1916|Cope, Margaret Cheston Tatnall, b. 1859|Cope, Amy A., 1833?-1909|Cope, Walter, 1861-1902|Cope, Eliza Middleton Kane, 1863-1952|Garrett, Alfred Cope, 1867-1946|Garrett, Eleanor Tyson Evans, 1873-1953|Sangree, Eleanor Wistar Garrett Rice|Garrett, Elizabeth Waln Cope, 1841-1931|Cope, Francis Reeve, 1821-1909",Letter writing|Southern States--Description and travel|Weather|Snow|Diseases|Reading|Monarchy|Voyages and travels|House furnishings,"HC.MC-1170, Box 3",hsc1434,,/object/hc106321
"1901 March 1, Boston, to My dearest Chellie",,1901-03-01,letters (correspondence),The Brunswick,Boston (Mass.),,,"Cambridge (Mass.)|Germantown (Philadelphia, Pa.)|Boston (Mass.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939",hc:106280,"Foote, Eleanor Tyson Cope, 1879-1973|Evans, Anna Cope, 1875-1967|Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Francis Hazen, 1859-1909|Yarnall, Ellis H., 1817-1905|Cope, Francis Reeve, 1821-1909|Evans, Jonathan, 1843-1911",Letter writing|Telephone|Boston (Mass.)--Social life and customs|Boston (Mass.)--Description and travel,"HC.MC-1170, Box 3",hsc1392,,/object/hc106280
"1901 June 15, to Dear Sis",,1901-06-15,letters (correspondence),,,,,,"Cope, Clementine, 1835-1903",,hc:106291,,Hicksites,"HC.MC-1170, Box 3",hsc1403,,/object/hc106291
"1902 February 16, ""The Brunswick,"" to Dearest Mother",,1902-02-16,letters (correspondence),The Brunswick,[Boston (Mass.)],,,East River (N.Y.)|New Haven (Conn.)|Boston (Mass.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106281,"Cope, Francis R. (Francis Reeve), 1878-1962|Foote, Frances|Cope, Francis Reeve, 1821-1909",Boston (Mass.)--Description and travel|Church|Hymns,"HC.MC-1170, Box 3",hsc1393,,/object/hc106281
"1902 February 18, Boston, to Dearest Mother",,1902-02-18,letters (correspondence),,Boston (Mass.),,,Charles River (Mass.)|Cambridge (Mass.)|Boston (Mass.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106282,"Cope, Francis R. (Francis Reeve), 1878-1962|Kennedy, Sinclair|Foote, Eleanor Tyson Cope, 1879-1973|Evans, Anna Cope, 1875-1967|Cope, Francis Reeve, 1821-1909|Cope, Margaret Cheston Tatnall, b. 1859",Dinners and dining|Books|Weather|Winter storms,"HC.MC-1170, Box 3",hsc1394,,/object/hc106282
